Species,Translocation,Fragment,Treatment,Day,Time,    F,  Fm', Yield,    qP
Porites astreoides,Birthday to Birthday,17,28C,Before,Dusk,62,203,0.694,0.792
Porites astreoides,Birthday to Birthday,18,28C,Before,Dusk,58,208,0.721,0.819
Porites astreoides,Birthday to Birthday,18,28C,Before,Dusk,45,180,0.75,0.87
Porites astreoides,Birthday to Birthday,18,28C,Before,Dusk,28,128,0.781,0.97
Porites astreoides,Birthday to Birthday,11,32C,Before,Dusk,22,102,0.784,1.038
Porites astreoides,Birthday to Birthday,11,32C,Before,Dusk,23,110,0.79,1.023
Porites astreoides,Birthday to Birthday,11,32C,Before,Dusk,20,67,0.701,1.119
Porites astreoides,Birthday to Birthday,12,32C,Before,Dusk,16,75,0.786,1.18
Porites astreoides,Birthday to Birthday,12,32C,Before,Dusk,22,129,0.829,1.028
Porites astreoides,Birthday to Birthday,12,32C,Before,Dusk,22,108,0.796,1.036
Porites astreoides,Birthday to Birthday,13,32C,Before,Dusk,27,121,0.776,0.979
Porites astreoides,Birthday to Birthday,13,32C,Before,Dusk,22,116,0.81,1.032
Porites astreoides,Birthday to Birthday,13,32C,Before,Dusk,20,101,0.801,1.065
Porites astreoides,Birthday to Birthday,14,32C,Before,Dusk,16,73,0.78,1.187
Porites astreoides,Birthday to Birthday,14,32C,Before,Dusk,9,46,0.804,1.761
Porites astreoides,Birthday to Birthday,14,32C,Before,Dusk,21,96,0.781,1.056
Porites astreoides,Birthday to Birthday,15,32C,Before,Dusk,21,98,0.785,1.054
Porites astreoides,Birthday to Birthday,15,32C,Before,Dusk,19,89,0.786,1.093
Porites astreoides,Birthday to Birthday,15,32C,Before,Dusk,16,100,0.84,1.12
Porites astreoides,Birthday to Birthday,17,32C,Before,Dusk,33,155,0.787,0.938
Porites astreoides,Birthday to Birthday,17,32C,Before,Dusk,21,126,0.833,1.039
Porites astreoides,Birthday to Birthday,17,32C,Before,Dusk,16,81,0.802,1.16
Porites astreoides,Birthday to Birthday,18,32C,Before,Dusk,19,91,0.791,1.09
Porites astreoides,Birthday to Birthday,18,32C,Before,Dusk,23,94,0.755,1.028
Porites astreoides,Birthday to Birthday,18,32C,Before,Dusk,30,140,0.785,0.956
Porites astreoides,Birthday to Birthday,11,32C+LPS,Before,Dusk,16,84,0.809,1.152
Porites astreoides,Birthday to Birthday,11,32C+LPS,Before,Dusk,27,104,0.74,0.974
Porites astreoides,Birthday to Birthday,11,32C+LPS,Before,Dusk,21,82,0.743,1.07
Porites astreoides,Birthday to Birthday,12,32C+LPS,Before,Dusk,16,66,0.757,1.219
Porites astreoides,Birthday to Birthday,12,32C+LPS,Before,Dusk,9,54,0.833,1.551
Porites astreoides,Birthday to Birthday,12,32C+LPS,Before,Dusk,14,72,0.805,1.234
Porites astreoides,Birthday to Birthday,13,32C+LPS,Before,Dusk,18,104,0.826,1.088
Porites astreoides,Birthday to Birthday,13,32C+LPS,Before,Dusk,32,140,0.771,0.939
Porites astreoides,Birthday to Birthday,13,32C+LPS,Before,Dusk,20,92,0.782,1.074
Porites astreoides,Birthday to Birthday,14,32C+LPS,Before,Dusk,14,59,0.762,1.323
Porites astreoides,Birthday to Birthday,14,32C+LPS,Before,Dusk,28,134,0.791,0.972
Porites astreoides,Birthday to Birthday,14,32C+LPS,Before,Dusk,24,119,0.798,1.01
Porites astreoides,Birthday to Birthday,15,32C+LPS,Before,Dusk,24,102,0.764,1.012
Porites astreoides,Birthday to Birthday,15,32C+LPS,Before,Dusk,27,136,0.801,0.981
Porites astreoides,Birthday to Birthday,15,32C+LPS,Before,Dusk,21,128,0.835,1.038
Porites astreoides,Birthday to Birthday,17,32C+LPS,Before,Dusk,20,101,0.801,1.065
Porites astreoides,Birthday to Birthday,17,32C+LPS,Before,Dusk,21,114,0.815,1.044
Porites astreoides,Birthday to Birthday,17,32C+LPS,Before,Dusk,21,114,0.815,1.044
Porites astreoides,Birthday to Birthday,18,32C+LPS,Before,Dusk,12,102,0.882,1.168
Porites astreoides,Birthday to Birthday,18,32C+LPS,Before,Dusk,17,119,0.857,1.085
Porites astreoides,Birthday to Birthday,18,32C+LPS,Before,Dusk,30,128,0.765,0.951
Porites astreoides,Birthday to Birthday,11,28C,Experiment,Noon,37,131,0.717,0.886
Porites astreoides,Birthday to Birthday,11,28C,Experiment,Noon,32,118,0.728,0.924
Porites astreoides,Birthday to Birthday,11,28C,Experiment,Noon,51,228,0.776,0.871
Porites astreoides,Birthday to Birthday,12,28C,Experiment,Noon,75,296,0.746,0.815
Porites astreoides,Birthday to Birthday,12,28C,Experiment,Noon,50,213,0.765,0.867
Porites astreoides,Birthday to Birthday,12,28C,Experiment,Noon,60,165,0.636,0.75
Porites astreoides,Birthday to Birthday,13,28C,Experiment,Noon,45,143,0.685,0.83
Porites astreoides,Birthday to Birthday,13,28C,Experiment,Noon,41,95,0.568,0.771
Porites astreoides,Birthday to Birthday,13,28C,Experiment,Noon,43,105,0.59,0.775
Porites astreoides,Birthday to Birthday,14,28C,Experiment,Noon,43,91,0.527,0.727
Porites astreoides,Birthday to Birthday,14,28C,Experiment,Noon,61,170,0.641,0.751
Porites astreoides,Birthday to Birthday,14,28C,Experiment,Noon,50,145,0.655,0.791
Porites astreoides,Birthday to Birthday,15,28C,Experiment,Noon,59,167,0.646,0.76
Porites astreoides,Birthday to Birthday,15,28C,Experiment,Noon,46,143,0.678,0.822
Porites astreoides,Birthday to Birthday,15,28C,Experiment,Noon,30,71,0.577,0.891
Porites astreoides,Birthday to Birthday,17,28C,Experiment,Noon,44,112,0.607,0.781
Porites astreoides,Birthday to Birthday,17,28C,Experiment,Noon,28,97,0.711,0.958
Porites astreoides,Birthday to Birthday,17,28C,Experiment,Noon,49,124,0.604,0.757
Porites astreoides,Birthday to Birthday,18,28C,Experiment,Noon,70,241,0.709,0.791
Porites astreoides,Birthday to Birthday,18,28C,Experiment,Noon,36,101,0.643,0.855
Porites astreoides,Birthday to Birthday,18,28C,Experiment,Noon,15,33,0.545,2.25
Porites astreoides,Birthday to Birthday,11,32C,Experiment,Noon,46,128,0.64,0.796
Porites astreoides,Birthday to Birthday,11,32C,Experiment,Noon,39,97,0.597,0.805
Porites astreoides,Birthday to Birthday,11,32C,Experiment,Noon,39,103,0.621,0.82
Porites astreoides,Birthday to Birthday,12,32C,Experiment,Noon,58,124,0.532,0.666
Porites astreoides,Birthday to Birthday,12,32C,Experiment,Noon,40,112,0.642,0.827
Porites astreoides,Birthday to Birthday,12,32C,Experiment,Noon,30,73,0.589,0.895
Porites astreoides,Birthday to Birthday,13,32C,Experiment,Noon,47,139,0.661,0.807
Porites astreoides,Birthday to Birthday,13,32C,Experiment,Noon,54,165,0.672,0.792
Porites astreoides,Birthday to Birthday,13,32C,Experiment,Noon,61,142,0.57,0.692
Porites astreoides,Birthday to Birthday,14,32C,Experiment,Noon,53,123,0.569,0.714
Porites astreoides,Birthday to Birthday,14,32C,Experiment,Noon,14,64,0.781,1.282
Porites astreoides,Birthday to Birthday,14,32C,Experiment,Noon,48,144,0.666,0.806
Porites astreoides,Birthday to Birthday,15,32C,Experiment,Noon,42,104,0.596,0.784
Porites astreoides,Birthday to Birthday,15,32C,Experiment,Noon,27,64,0.578,0.948
Porites astreoides,Birthday to Birthday,15,32C,Experiment,Noon,48,109,0.559,0.726
Porites astreoides,Birthday to Birthday,17,32C,Experiment,Noon,25,54,0.537,1
Porites astreoides,Birthday to Birthday,17,32C,Experiment,Noon,33,76,0.565,0.843
Porites astreoides,Birthday to Birthday,17,32C,Experiment,Noon,46,83,0.445,0.637
Porites astreoides,Birthday to Birthday,18,32C,Experiment,Noon,42,129,0.674,0.836
Porites astreoides,Birthday to Birthday,18,32C,Experiment,Noon,29,90,0.677,0.938
Porites astreoides,Birthday to Birthday,18,32C,Experiment,Noon,55,144,0.618,0.747
Porites astreoides,Birthday to Birthday,11,32C+LPS,Experiment,Noon,37,146,0.746,0.9
Porites astreoides,Birthday to Birthday,11,32C+LPS,Experiment,Noon,29,84,0.654,0.932
Porites astreoides,Birthday to Birthday,11,32C+LPS,Experiment,Noon,30,63,0.523,0.868
Porites astreoides,Birthday to Birthday,12,32C+LPS,Experiment,Noon,45,154,0.707,0.844
Porites astreoides,Birthday to Birthday,12,32C+LPS,Experiment,Noon,25,65,0.615,1
Porites astreoides,Birthday to Birthday,12,32C+LPS,Experiment,Noon,34,108,0.685,0.891
Porites astreoides,Birthday to Birthday,13,32C+LPS,Experiment,Noon,53,231,0.77,0.864
Porites astreoides,Birthday to Birthday,13,32C+LPS,Experiment,Noon,39,161,0.757,0.897
Porites astreoides,Birthday to Birthday,13,32C+LPS,Experiment,Noon,34,82,0.585,0.842
Porites astreoides,Birthday to Birthday,14,32C+LPS,Experiment,Noon,47,113,0.584,0.75
Porites astreoides,Birthday to Birthday,14,32C+LPS,Experiment,Noon,32,128,0.75,0.932
Porites astreoides,Birthday to Birthday,14,32C+LPS,Experiment,Noon,51,132,0.613,0.757
Porites astreoides,Birthday to Birthday,15,32C+LPS,Experiment,Noon,34,83,0.59,0.844
Porites astreoides,Birthday to Birthday,15,32C+LPS,Experiment,Noon,39,143,0.727,0.881
Porites astreoides,Birthday to Birthday,15,32C+LPS,Experiment,Noon,40,84,0.523,0.745
Porites astreoides,Birthday to Birthday,17,32C+LPS,Experiment,Noon,42,146,0.712,0.859
Porites astreoides,Birthday to Birthday,17,32C+LPS,Experiment,Noon,32,99,0.676,0.905
Porites astreoides,Birthday to Birthday,17,32C+LPS,Experiment,Noon,44,94,0.531,0.724
Porites astreoides,Birthday to Birthday,18,32C+LPS,Experiment,Noon,9,15,0.4,0
Porites astreoides,Birthday to Birthday,18,32C+LPS,Experiment,Noon,45,137,0.671,0.821
Porites astreoides,Birthday to Birthday,18,32C+LPS,Experiment,Noon,19,22,0.136,0
Porites astreoides,Birthday to Birthday,11,28C,Experiment,Dusk,32,200,0.84,0.96
Porites astreoides,Birthday to Birthday,11,28C,Experiment,Dusk,23,310,0.925,1.007
Porites astreoides,Birthday to Birthday,11,28C,Experiment,Dusk,40,164,0.756,0.892
Porites astreoides,Birthday to Birthday,12,28C,Experiment,Dusk,40,52,0.23,0.444
Porites astreoides,Birthday to Birthday,12,28C,Experiment,Dusk,47,267,0.823,0.909
Porites astreoides,Birthday to Birthday,12,28C,Experiment,Dusk,61,202,0.698,0.796
Porites astreoides,Birthday to Birthday,13,28C,Experiment,Dusk,66,222,0.702,0.791
Porites astreoides,Birthday to Birthday,13,28C,Experiment,Dusk,43,254,0.83,0.921
Porites astreoides,Birthday to Birthday,13,28C,Experiment,Dusk,61,223,0.726,0.818
Porites astreoides,Birthday to Birthday,14,28C,Experiment,Dusk,52,206,0.747,0.85
Porites astreoides,Birthday to Birthday,14,28C,Experiment,Dusk,26,138,0.811,0.991
Porites astreoides,Birthday to Birthday,14,28C,Experiment,Dusk,46,263,0.825,0.911
Porites astreoides,Birthday to Birthday,15,28C,Experiment,Dusk,41,174,0.764,0.892
Porites astreoides,Birthday to Birthday,15,28C,Experiment,Dusk,41,234,0.824,0.923
Porites astreoides,Birthday to Birthday,15,28C,Experiment,Dusk,22,51,0.568,1.115
Porites astreoides,Birthday to Birthday,17,28C,Experiment,Dusk,9,22,0.59,0
Porites astreoides,Birthday to Birthday,17,28C,Experiment,Dusk,20,115,0.826,1.055
Porites astreoides,Birthday to Birthday,17,28C,Experiment,Dusk,64,321,0.8,0.868
Porites astreoides,Birthday to Birthday,18,28C,Experiment,Dusk,33,248,0.866,0.964
Porites astreoides,Birthday to Birthday,18,28C,Experiment,Dusk,24,150,0.84,1.008
Porites astreoides,Birthday to Birthday,18,28C,Experiment,Dusk,2,21,0.904,0
Porites astreoides,Birthday to Birthday,11,32C,Experiment,Dusk,68,213,0.68,0.771
Porites astreoides,Birthday to Birthday,11,32C,Experiment,Dusk,39,123,0.682,0.857
Porites astreoides,Birthday to Birthday,11,32C,Experiment,Dusk,27,88,0.693,0.968
Porites astreoides,Birthday to Birthday,12,32C,Experiment,Dusk,33,115,0.713,0.911
Porites astreoides,Birthday to Birthday,12,32C,Experiment,Dusk,11,50,0.78,1.56
Porites astreoides,Birthday to Birthday,12,32C,Experiment,Dusk,10,42,0.761,1.882
Porites astreoides,Birthday to Birthday,13,32C,Experiment,Dusk,26,94,0.723,0.985
Porites astreoides,Birthday to Birthday,13,32C,Experiment,Dusk,22,98,0.775,1.041
Porites astreoides,Birthday to Birthday,13,32C,Experiment,Dusk,45,155,0.709,0.846
Porites astreoides,Birthday to Birthday,14,32C,Experiment,Dusk,41,150,0.726,0.872
Porites astreoides,Birthday to Birthday,14,32C,Experiment,Dusk,0,0,0,0
Porites astreoides,Birthday to Birthday,14,32C,Experiment,Dusk,16,87,0.816,1.145
Porites astreoides,Birthday to Birthday,15,32C,Experiment,Dusk,21,63,0.666,1.105
Porites astreoides,Birthday to Birthday,15,32C,Experiment,Dusk,16,94,0.829,1.13
Porites astreoides,Birthday to Birthday,15,32C,Experiment,Dusk,40,130,0.692,0.857
Porites astreoides,Birthday to Birthday,17,32C,Experiment,Dusk,29,87,0.666,0.935
Porites astreoides,Birthday to Birthday,17,32C,Experiment,Dusk,33,118,0.72,0.913
Porites astreoides,Birthday to Birthday,17,32C,Experiment,Dusk,25,71,0.647,1
Porites astreoides,Birthday to Birthday,18,32C,Experiment,Dusk,35,110,0.681,0.882
Porites astreoides,Birthday to Birthday,18,32C,Experiment,Dusk,25,71,0.647,1
Porites astreoides,Birthday to Birthday,18,32C,Experiment,Dusk,27,87,0.689,0.967
Porites astreoides,Birthday to Birthday,11,32C+LPS,Experiment,Dusk,39,192,0.796,0.916
Porites astreoides,Birthday to Birthday,11,32C+LPS,Experiment,Dusk,8,22,0.636,0
Porites astreoides,Birthday to Birthday,11,32C+LPS,Experiment,Dusk,35,103,0.66,0.871
Porites astreoides,Birthday to Birthday,12,32C+LPS,Experiment,Dusk,36,118,0.694,0.881
Porites astreoides,Birthday to Birthday,12,32C+LPS,Experiment,Dusk,34,181,0.812,0.942
Porites astreoides,Birthday to Birthday,12,32C+LPS,Experiment,Dusk,11,36,0.694,2.272
Porites astreoides,Birthday to Birthday,13,32C+LPS,Experiment,Dusk,35,115,0.695,0.888
Porites astreoides,Birthday to Birthday,13,32C+LPS,Experiment,Dusk,38,137,0.722,0.883
Porites astreoides,Birthday to Birthday,13,32C+LPS,Experiment,Dusk,26,96,0.729,0.985
Porites astreoides,Birthday to Birthday,14,32C+LPS,Experiment,Dusk,33,129,0.744,0.923
Porites astreoides,Birthday to Birthday,14,32C+LPS,Experiment,Dusk,23,96,0.76,1.028
Porites astreoides,Birthday to Birthday,14,32C+LPS,Experiment,Dusk,31,115,0.73,0.933
Porites astreoides,Birthday to Birthday,15,32C+LPS,Experiment,Dusk,20,100,0.8,1.066
Porites astreoides,Birthday to Birthday,15,32C+LPS,Experiment,Dusk,43,158,0.727,0.864
Porites astreoides,Birthday to Birthday,15,32C+LPS,Experiment,Dusk,30,103,0.708,0.935
Porites astreoides,Birthday to Birthday,17,32C+LPS,Experiment,Dusk,26,107,0.757,0.987
Porites astreoides,Birthday to Birthday,17,32C+LPS,Experiment,Dusk,9,61,0.852,1.444
Porites astreoides,Birthday to Birthday,17,32C+LPS,Experiment,Dusk,45,150,0.7,0.84
Porites astreoides,Birthday to Birthday,18,32C+LPS,Experiment,Dusk,38,132,0.712,0.878
Porites astreoides,Birthday to Birthday,18,32C+LPS,Experiment,Dusk,34,183,0.814,0.943
Porites astreoides,Birthday to Birthday,18,32C+LPS,Experiment,Dusk,26,117,0.777,0.989
